Descriptive.ID,Date,Transect.Transect.Number,Depth,GlassSponge1,GlassSponge2,GlassSponge3,Species,TL,Multiplier,PU_1Km_ID,PU_4Km_ID
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,deacon,50,1,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,copper,50,1,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,quillback,40,1,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,copper,50,1,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,copper,40,1,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,deacon,45,1,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,copper,45,1,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,copper,45,1,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,black,45,1,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,tiger,42,1,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,tiger,40,1,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,copper,54,1,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,copper,50,1,274,9259
pb-17-04-2017,17-Apr-17,1,30,0,NA,NA,china,28,1,271,9259
pb-17-04-2017,17-Apr-17,2,21,0,NA,NA,copper,32,1,271,9259
pb-17-04-2017,17-Apr-17,2,21,0,NA,NA,china,26,5,271,9259
pb-17-04-2017,17-Apr-17,1,30,0,NA,NA,vermillion,46,1,271,9259
pb-17-04-2017,17-Apr-17,1,30,0,NA,NA,copper,40,1,271,9259
pb-17-04-2017,17-Apr-17,1,30,0,NA,NA,copper,36,1,271,9259
pb-17-04-2017,17-Apr-17,1,30,0,NA,NA,quillback,30,1,271,9259
pb-17-04-2017,17-Apr-17,1,30,0,NA,NA,copper,28,1,271,9259
pb-17-04-2017,17-Apr-17,1,30,0,NA,NA,quillback,16,1,271,9259
pb-17-04-2017,17-Apr-17,1,30,0,NA,NA,quillback,24,1,271,9259
pb-17-04-2017,17-Apr-17,1,30,0,NA,NA,china,24,1,271,9259
pb-17-04-2017,17-Apr-17,1,30,0,NA,NA,china,23,4,271,9259
pb-17-04-2017,17-Apr-17,1,30,0,NA,NA,china,23,1,271,9259
pb-17-04-2017,17-Apr-17,1,30,0,NA,NA,copper,18,1,271,9259
pb-17-04-2017,17-Apr-17,1,30,0,NA,NA,quillback,10,1,271,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,china,27,1,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,vermillion,65,1,274,9259
pb-17-04-2017,17-Apr-17,1,30,0,NA,NA,china,30,3,271,9259
pl-17-04-2017,17-Apr-17,1,30,0,NA,NA,quillback,42,1,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,quillback,25,1,274,9259
pb-17-04-2017,17-Apr-17,1,30,0,NA,NA,shortbelly,10,4,271,9259
pl-17-04-2017,17-Apr-17,1,30,0,NA,NA,quillback,20,1,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,black,25,50,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,black,25,1,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,china,20,1,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,copper,25,1,274,9259
pl-17-04-2017,17-Apr-17,1,30,0,NA,NA,vermillion,60,1,274,9259
pl-17-04-2017,17-Apr-17,1,30,0,NA,NA,quillback,40,1,274,9259
pl-17-04-2017,17-Apr-17,1,30,0,NA,NA,quillback,40,1,274,9259
pl-17-04-2017,17-Apr-17,1,30,0,NA,NA,quillback,25,1,274,9259
pl-17-04-2017,17-Apr-17,1,30,0,NA,NA,quillback,27,1,274,9259
pl-17-04-2017,17-Apr-17,1,30,0,NA,NA,quillback,35,1,274,9259
pl-17-04-2017,17-Apr-17,1,30,0,NA,NA,quillback,30,1,274,9259
pl-17-04-2017,17-Apr-17,1,30,0,NA,NA,quillback,35,1,274,9259
pl-17-04-2017,17-Apr-17,1,30,0,NA,NA,china,35,1,274,9259
pl-17-04-2017,17-Apr-17,1,30,0,NA,NA,china,30,1,274,9259
pl-17-04-2017,17-Apr-17,1,30,0,NA,NA,quillback,37,1,274,9259
pl-17-04-2017,17-Apr-17,1,30,0,NA,NA,quillback,35,1,274,9259
pl-17-04-2017,17-Apr-17,2,21,0,NA,NA,black,15,1,274,9259
vr-16-04-2017,16-Apr-17,2,18,0,NA,NA,copper,30,1,260,9097
vr-16-04-2017,16-Apr-17,2,18,0,NA,NA,copper,25,1,260,9097
vr-16-04-2017,16-Apr-17,2,18,0,NA,NA,copper,25,1,260,9097
vr-16-04-2017,16-Apr-17,2,18,0,NA,NA,china,30,1,260,9097
vr-16-04-2017,16-Apr-17,2,18,0,NA,NA,copper,30,1,260,9097
vr-16-04-2017,16-Apr-17,2,18,0,NA,NA,china,25,1,260,9097
vr-16-04-2017,16-Apr-17,2,18,0,NA,NA,copper,30,1,260,9097
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,copper,23,1,317,9730
vr-16-04-2017,16-Apr-17,2,18,0,NA,NA,china,35,1,260,9097
vr-16-04-2017,16-Apr-17,2,18,0,NA,NA,copper,30,1,260,9097
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,copper,18,1,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,china,18,1,317,9730
vr-16-04-2017,16-Apr-17,2,18,0,NA,NA,copper,35,1,260,9097
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,china,22,1,317,9730
vr-16-04-2017,16-Apr-17,1,30,0,NA,NA,china,25,1,260,9097
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,china,23,6,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,black,23,6,317,9730
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,yellowtail,8,15,317,9730
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,yellowtail,8,65,317,9730
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,deacon,12,1,317,9730
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,china,22,1,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,china,22,1,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,china,30,1,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,black,40,3,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,vermillion,42,1,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,copper,38,4,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,copper,38,1,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,copper,38,1,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,china,36,7,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,china,36,1,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,vermillion,35,1,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,copper,35,1,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,copper,35,1,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,black,30,3,317,9730
vr-16-04-2017,16-Apr-17,2,18,0,NA,NA,copper,35,1,260,9097
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,copper,30,1,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,black,28,8,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,copper,28,1,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,copper,26,1,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,china,25,1,317,9730
vr-16-04-2017,16-Apr-17,1,30,0,NA,NA,quillback,25,1,260,9097
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,china,28,1,317,9730
vr-16-04-2017,16-Apr-17,1,30,0,NA,NA,china,20,1,260,9097
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,china,24,1,317,9730
vr-16-04-2017,16-Apr-17,2,18,0,NA,NA,china,40,1,260,9097
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,black,32,1,317,9730
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,tiger,32,1,317,9730
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,quillback,25,1,317,9730
vr-16-04-2017,16-Apr-17,1,30,0,NA,NA,china,30,1,260,9097
vr-16-04-2017,16-Apr-17,1,30,0,NA,NA,quillback,30,1,260,9097
vr-16-04-2017,16-Apr-17,1,30,0,NA,NA,quillback,30,1,260,9097
vr-16-04-2017,16-Apr-17,1,30,0,NA,NA,tiger,35,1,260,9097
vr-16-04-2017,16-Apr-17,1,30,0,NA,NA,copper,50,1,260,9097
vr-16-04-2017,16-Apr-17,1,30,0,NA,NA,tiger,35,1,260,9097
vr-16-04-2017,16-Apr-17,1,30,0,NA,NA,copper,45,1,260,9097
vr-16-04-2017,16-Apr-17,1,30,0,NA,NA,vermillion,50,1,260,9097
vr-16-04-2017,16-Apr-17,1,30,0,NA,NA,quillback,25,1,260,9097
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,copper,38,1,317,9730
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,black,32,1,317,9730
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,quillback,32,1,317,9730
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,copper,30,1,317,9730
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,quillback,30,1,317,9730
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,quillback,30,1,317,9730
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,china,30,1,317,9730
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,black,28,1,317,9730
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,copper,28,1,317,9730
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,quillback,28,1,317,9730
vr-16-04-2017,16-Apr-17,1,30,0,NA,NA,vermillion,50,1,260,9097
tr-16-04-2017,16-Apr-17,1,25,0,NA,NA,china,28,1,317,9730
tr-16-04-2017,16-Apr-17,2,18,0,NA,NA,black,40,1,317,9730
vr-16-04-2017,16-Apr-17,2,18,0,NA,NA,china,15,1,260,9097
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,yellowtail,25,30,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,yellowtail,25,1,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,china,25,1,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,china,35,1,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,china,25,1,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,quillback,30,1,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,yellowtail,25,40,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,black,10,40,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,yellowtail,20,1,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,yellowtail,20,1,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,quillback,32,1,379,10046
li-16-04-2017,16-Apr-17,2,17,0,NA,NA,black,30,50,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,quillback,35,1,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,black,35,1,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,copper,37,1,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,tiger,38,1,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,copper,45,1,379,10046
li-16-04-2017,16-Apr-17,2,17,0,NA,NA,china,15,1,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,yellowtail,25,35,379,10046
li-16-04-2017,16-Apr-17,2,17,0,NA,NA,yellowtail,25,30,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,china,27,1,379,10046
li-16-04-2017,16-Apr-17,2,17,0,NA,NA,black,40,20,379,10046
li-16-04-2017,16-Apr-17,2,17,0,NA,NA,yellowtail,40,25,379,10046
li-16-04-2017,16-Apr-17,2,17,0,NA,NA,black,45,30,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,black,20,35,379,10046
li-16-04-2017,16-Apr-17,1,30,0,NA,NA,black,25,1,379,10046
li-16-04-2017,16-Apr-17,2,17,0,NA,NA,china,20,1,379,10046
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,vermillion,54,1,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,quillback,26,10,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,china,30,9,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,china,30,1,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,black,30,26,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,tiger,30,1,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,quillback,34,8,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,china,36,1,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,tiger,40,1,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,tiger,52,1,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,deacon,12,40,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,vermillion,66,1,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,vermillion,68,1,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,vermillion,73,1,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,tiger,42,1,237,8783
cr-16-04-2017,16-Apr-17,2,20,0,NA,NA,vermillion,60,1,237,8783
cr-16-04-2017,16-Apr-17,2,20,0,NA,NA,copper,22,1,237,8783
cr-16-04-2017,16-Apr-17,2,20,0,NA,NA,china,33,5,237,8783
cr-16-04-2017,16-Apr-17,2,20,0,NA,NA,china,35,1,237,8783
cr-16-04-2017,16-Apr-17,2,20,0,NA,NA,copper,36,1,237,8783
cr-16-04-2017,16-Apr-17,2,20,0,NA,NA,copper,40,1,237,8783
cr-16-04-2017,16-Apr-17,2,20,0,NA,NA,copper,43,1,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,deacon,20,50,237,8783
cr-16-04-2017,16-Apr-17,2,20,0,NA,NA,vermillion,50,1,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,china,18,4,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,canary,8,30,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,puget sound,10,20,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,bocaccio,10,20,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,deacon,10,30,237,8783
cr-16-04-2017,16-Apr-17,1,30,0,NA,NA,yellowtail,10,50,237,8783
cr-16-04-2017,16-Apr-17,2,20,0,NA,NA,copper,17,1,237,8783
cr-16-04-2017,16-Apr-17,2,20,0,NA,NA,vermillion,45,1,237,8783
ss-15-04-2017,15-Apr-17,1,26,0,NA,NA,quillback,35,1,21,6739
ss-15-04-2017,15-Apr-17,1,26,0,NA,NA,vermillion,48,1,21,6739
ss-15-04-2017,15-Apr-17,1,26,0,NA,NA,copper,44,1,21,6739
ss-15-04-2017,15-Apr-17,1,26,0,NA,NA,vermillion,44,1,21,6739
ss-15-04-2017,15-Apr-17,1,26,0,NA,NA,quillback,42,1,21,6739
ss-15-04-2017,15-Apr-17,1,26,0,NA,NA,china,38,1,21,6739
ss-15-04-2017,15-Apr-17,1,26,0,NA,NA,china,36,1,21,6739
ss-15-04-2017,15-Apr-17,1,26,0,NA,NA,china,28,1,21,6739
ss-15-04-2017,15-Apr-17,1,26,0,NA,NA,black,26,10,21,6739
ss-15-04-2017,15-Apr-17,1,26,0,NA,NA,quillback,26,1,21,6739
ss-15-04-2017,15-Apr-17,1,26,0,NA,NA,quillback,18,1,21,6739
ss-15-04-2017,15-Apr-17,1,26,0,NA,NA,black,36,10,21,6739
sr-15-04-2017,15-Apr-17,1,30,0,NA,NA,quillback,20,1,17,6581
sr-15-04-2017,15-Apr-17,1,30,0,NA,NA,quillback,20,1,17,6581
sr-15-04-2017,15-Apr-17,1,30,0,NA,NA,quillback,25,1,17,6581
sr-15-04-2017,15-Apr-17,1,30,0,NA,NA,china,25,1,17,6581
sr-15-04-2017,15-Apr-17,1,30,0,NA,NA,quillback,30,1,17,6581
sr-15-04-2017,15-Apr-17,1,30,0,NA,NA,china,30,1,17,6581
sr-15-04-2017,15-Apr-17,1,30,0,NA,NA,china,30,1,17,6581
sr-15-04-2017,15-Apr-17,1,30,0,NA,NA,copper,30,1,17,6581
ss-15-04-2017,15-Apr-17,1,26,0,NA,NA,quillback,22,1,21,6739
sr-15-04-2017,15-Apr-17,1,30,0,NA,NA,china,32,1,17,6581
sr-15-04-2017,15-Apr-17,1,30,0,NA,NA,china,32,1,17,6581
sr-15-04-2017,15-Apr-17,1,30,0,NA,NA,china,35,1,17,6581
sr-15-04-2017,15-Apr-17,1,30,0,NA,NA,china,35,1,17,6581
sr-15-04-2017,15-Apr-17,1,30,0,NA,NA,quillback,40,1,17,6581
sr-15-04-2017,15-Apr-17,1,30,0,NA,NA,quillback,40,1,17,6581
sr-15-04-2017,15-Apr-17,1,30,0,NA,NA,copper,40,1,17,6581
sr-15-04-2017,15-Apr-17,1,30,0,NA,NA,copper,45,1,17,6581
sr-15-04-2017,15-Apr-17,1,30,0,NA,NA,copper,30,1,17,6581
fe-15-04-2017,15-Apr-17,1,30,0,NA,NA,china,25,1,11,6423
fe-15-04-2017,15-Apr-17,1,30,0,NA,NA,china,30,1,11,6423
fe-15-04-2017,15-Apr-17,2,19,0,NA,NA,copper,50,1,11,6423
fe-15-04-2017,15-Apr-17,1,30,0,NA,NA,yelloweye,55,1,11,6423
fe-15-04-2017,15-Apr-17,1,30,0,NA,NA,yelloweye,50,1,11,6423
fe-15-04-2017,15-Apr-17,1,30,0,NA,NA,vermillion,50,1,11,6423
fe-15-04-2017,15-Apr-17,1,30,0,NA,NA,tiger,45,1,11,6423
fe-15-04-2017,15-Apr-17,1,30,0,NA,NA,black,20,1,11,6423
fe-15-04-2017,15-Apr-17,1,30,0,NA,NA,quillback,30,1,11,6423
fe-15-04-2017,15-Apr-17,1,30,0,NA,NA,puget sound,10,1,11,6423
fe-15-04-2017,15-Apr-17,1,30,0,NA,NA,china,30,1,11,6423
fe-15-04-2017,15-Apr-17,1,30,0,NA,NA,quillback,35,1,11,6423
fe-15-04-2017,15-Apr-17,1,30,0,NA,NA,china,35,1,11,6423
fe-15-04-2017,15-Apr-17,1,30,0,NA,NA,china,25,1,11,6423
fe-15-04-2017,15-Apr-17,1,30,0,NA,NA,puget sound,15,1,11,6423
fe-15-04-2017,15-Apr-17,1,30,0,NA,NA,puget sound,15,1,11,6423
fe-15-04-2017,15-Apr-17,1,30,0,NA,NA,puget sound,15,1,11,6423
fe-15-04-2017,15-Apr-17,1,30,0,NA,NA,quillback,40,1,11,6423
rr-15-04-2017,15-Apr-17,2,20,0,NA,NA,china,26,1,6,6423
rr-15-04-2017,15-Apr-17,2,20,0,NA,NA,china,30,1,6,6423
rr-15-04-2017,15-Apr-17,2,20,0,NA,NA,china,27,1,6,6423
rr-15-04-2017,15-Apr-17,2,20,0,NA,NA,copper,23,1,6,6423
rr-15-04-2017,15-Apr-17,2,20,0,NA,NA,china,23,1,6,6423
rr-15-04-2017,15-Apr-17,1,30,0,NA,NA,china,30,1,6,6423
rr-15-04-2017,15-Apr-17,2,20,0,NA,NA,black,28,23,6,6423
rr-15-04-2017,15-Apr-17,1,30,0,NA,NA,china,21,1,6,6423
rr-15-04-2017,15-Apr-17,2,20,0,NA,NA,vermillion,40,1,6,6423
rr-15-04-2017,15-Apr-17,2,20,0,NA,NA,black,40,12,6,6423
rr-15-04-2017,15-Apr-17,2,20,0,NA,NA,black,38,5,6,6423
rr-15-04-2017,15-Apr-17,2,20,0,NA,NA,black,35,15,6,6423
rr-15-04-2017,15-Apr-17,2,20,0,NA,NA,china,32,1,6,6423
rr-15-04-2017,15-Apr-17,2,20,0,NA,NA,china,32,1,6,6423
rr-15-04-2017,15-Apr-17,1,30,0,NA,NA,china,25,1,6,6423
rr-15-04-2017,15-Apr-17,1,30,0,NA,NA,quillback,18,1,6,6423
sl-14-04-2017,14-Apr-17,1,34,0,NA,NA,china,35,6,166,8156
sl-14-04-2017,14-Apr-17,1,34,0,NA,NA,yellowtail,17,40,166,8156
sl-14-04-2017,14-Apr-17,1,34,0,NA,NA,black,42,50,166,8156
sl-14-04-2017,14-Apr-17,1,34,0,NA,NA,deacon,40,15,166,8156
sl-14-04-2017,14-Apr-17,1,34,0,NA,NA,dusky,40,100,166,8156
sl-14-04-2017,14-Apr-17,1,34,0,NA,NA,deacon,50,10,166,8156
sl-14-04-2017,14-Apr-17,1,34,0,NA,NA,dusky,36,300,166,8156
sl-14-04-2017,14-Apr-17,1,34,0,NA,NA,dusky,18,250,166,8156
sl-14-04-2017,14-Apr-17,1,34,0,NA,NA,yellowtail,33,20,166,8156
sl-14-04-2017,14-Apr-17,1,34,0,NA,NA,dusky,32,250,166,8156
sl-14-04-2017,14-Apr-17,1,34,0,NA,NA,black,30,50,166,8156
sl-14-04-2017,14-Apr-17,1,34,0,NA,NA,china,28,5,166,8156
sl-14-04-2017,14-Apr-17,1,34,0,NA,NA,dusky,25,250,166,8156
sl-14-04-2017,14-Apr-17,1,34,0,NA,NA,yellowtail,24,50,166,8156
ur-14-04-2017,14-Apr-17,2,20,0,NA,NA,china,36,1,53,7052
ur-14-04-2017,14-Apr-17,2,20,0,NA,NA,black,23,4,53,7052
ur-14-04-2017,14-Apr-17,2,20,0,NA,NA,copper,23,1,53,7052
ur-14-04-2017,14-Apr-17,2,20,0,NA,NA,black,19,1,53,7052
ur-14-04-2017,14-Apr-17,2,20,0,NA,NA,china,40,5,53,7052
ur-14-04-2017,14-Apr-17,2,20,0,NA,NA,copper,18,1,53,7052
ur-14-04-2017,14-Apr-17,2,20,0,NA,NA,deacon,14,1,53,7052
ur-14-04-2017,14-Apr-17,2,20,0,NA,NA,deacon,12,1,53,7052
ur-14-04-2017,14-Apr-17,2,20,0,NA,NA,china,22,1,53,7052
ur-14-04-2017,14-Apr-17,2,20,0,NA,NA,china,36,1,53,7052
ur-14-04-2017,14-Apr-17,2,20,0,NA,NA,china,39,1,53,7052
ur-14-04-2017,14-Apr-17,2,20,0,NA,NA,copper,44,1,53,7052
ur-14-04-2017,14-Apr-17,2,20,0,NA,NA,copper,52,1,53,7052
ur-14-04-2017,14-Apr-17,1,30,0,NA,NA,yellowtail,10,3,53,7052
ur-14-04-2017,14-Apr-17,1,30,0,NA,NA,quillback,31,1,53,7052
ur-14-04-2017,14-Apr-17,1,30,0,NA,NA,quillback,32,1,53,7052
ur-14-04-2017,14-Apr-17,1,30,0,NA,NA,quillback,33,1,53,7052
ur-14-04-2017,14-Apr-17,1,30,0,NA,NA,quillback,36,1,53,7052
ur-14-04-2017,14-Apr-17,2,20,0,NA,NA,black,36,10,53,7052
fr-14-04-2017,14-Apr-17,1,26,1,NA,NA,china,25,1,73,7208
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,quillback,30,4,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,quillback,36,2,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,china,30,1,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,vermillion,45,1,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,vermillion,42,1,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,vermillion,40,1,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,copper,40,1,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,china,38,1,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,tiger,36,1,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,quillback,35,1,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,quillback,34,7,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,quillback,32,1,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,copper,32,1,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,china,15,13,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,copper,38,1,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,quillback,31,1,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,yellowtail,10,30,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,tiger,17,1,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,china,22,1,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,tiger,23,1,313,9573
sm-13-04-2017,13-Apr-17,1,30,0,NA,NA,quillback,30,1,313,9573
nm-13-04-2017,13-Apr-17,2,20,1,NA,NA,china,41,1,352,9732
mt-13-04-2017,13-Apr-17,2,19,0,NA,NA,china,20,1,365,9890
nm-13-04-2017,13-Apr-17,2,20,1,NA,NA,black,30,3,352,9732
nm-13-04-2017,13-Apr-17,2,20,1,NA,NA,china,35,1,352,9732
nm-13-04-2017,13-Apr-17,2,20,1,NA,NA,china,38,1,352,9732
nm-13-04-2017,13-Apr-17,1,34,1,NA,NA,china,28,1,352,9732
nm-13-04-2017,13-Apr-17,2,20,1,NA,NA,copper,41,1,352,9732
mt-13-04-2017,13-Apr-17,2,19,0,NA,NA,china,25,1,365,9890
nm-13-04-2017,13-Apr-17,2,20,1,NA,NA,china,38,1,352,9732
mt-13-04-2017,13-Apr-17,1,30,0,NA,NA,china,20,1,365,9890
mt-13-04-2017,13-Apr-17,1,30,0,NA,NA,black,25,1,365,9890
mt-13-04-2017,13-Apr-17,1,30,0,NA,NA,quillback,25,1,365,9890
mt-13-04-2017,13-Apr-17,1,30,0,NA,NA,black,30,1,365,9890
mt-13-04-2017,13-Apr-17,1,30,0,NA,NA,quillback,30,1,365,9890
mt-13-04-2017,13-Apr-17,1,30,0,NA,NA,copper,40,1,365,9890
mt-13-04-2017,13-Apr-17,1,30,0,NA,NA,copper,45,1,365,9890
nm-13-04-2017,13-Apr-17,1,34,1,NA,NA,yellowtail,22,1,352,9732
nm-13-04-2017,13-Apr-17,1,34,1,NA,NA,quillback,19,1,352,9732
nm-13-04-2017,13-Apr-17,1,34,1,NA,NA,quillback,32,1,352,9732
mt-13-04-2017,13-Apr-17,1,30,0,NA,NA,black & yellowtail,5,30,365,9890
nm-13-04-2017,13-Apr-17,2,20,1,NA,NA,black,26,6,352,9732
nm-13-04-2017,13-Apr-17,1,34,1,NA,NA,tiger,27,1,352,9732
nm-13-04-2017,13-Apr-17,1,34,1,NA,NA,quillback,28,1,352,9732
nm-13-04-2017,13-Apr-17,2,20,1,NA,NA,black,31,2,352,9732
mt-13-04-2017,13-Apr-17,1,30,0,NA,NA,puget sound,20,1,365,9890
nm-13-04-2017,13-Apr-17,1,34,1,NA,NA,quillback,33,1,352,9732
nm-13-04-2017,13-Apr-17,2,20,1,NA,NA,yellowtail,8,10,352,9732
nm-13-04-2017,13-Apr-17,2,20,1,NA,NA,black,14,1,352,9732
